NAME,TAXONNO,TAXON,NATIVE,HYBRID,ID,Major_group,Family,Genus_hybrid_marker,Genus,Species_hybrid_marker,Infraspecific_rank,Infraspecific_epithet,Authorship,Taxonomic_status_in_TPL,Nomenclatural_status_original,Confidence_level,Source,Source_id,IPNI_id,Publication,Collation,Page,Date,SppID
Equisetum ramosissimum,2217,0910   719,AN,,tro-26600163,P,Equisetaceae,,Equisetum,,,,Desf.,Accepted,,M,TRO,26600163,93010-2,Fl. Atlant.,2: 398–399,398,1799,125377
Equisetum sylvaticum,2218,0910   720,N,,tro-26602013,P,Equisetaceae,,Equisetum,,,,L.,Accepted,,M,TRO,26602013,303325-2,Sp. Pl.,2: 1061,1061,1753,125381
Equisetum telmateia,2220,0910   721,N,,tro-26602014,P,Equisetaceae,,Equisetum,,,,Ehrh.,Accepted,,M,TRO,26602014,,Hannover. Mag.,21: 287,287,1783,125382
Equisetum variegatum,2221,0910   723,N,,tro-26602017,P,Equisetaceae,,Equisetum,,,,Schleich. ex F. Weber & D. Mohr,Accepted,,M,TRO,26602017,,Bot. Taschenbuch,"60, 447",60,1807,125384
Eranthis hyemalis,2229,0920   724,AN,,kew-2791911,A,Ranunculaceae,,Eranthis,,,,(L.) Salisb.,Accepted,,M,WCSP (in review),919728,711189-1,Trans. Linn. Soc. London,8: 304,,1807,300442
Erica ciliaris,2231,0920   725,N,,kew-2792913,A,Ericaceae,,Erica,,,,L.,Accepted,,M,WCSP (in review),920730,328419-1,Sp. Pl.,354,,1753,126600
Erica cinerea,2233,0920   726,N,,kew-2792920,A,Ericaceae,,Erica,,,,L.,Accepted,,M,WCSP (in review),920737,328424-1,Sp. Pl.,352,,1753,126602
Erica erigena,2234,0920   729,N,,kew-2793209,A,Ericaceae,,Erica,,,,R.Ross,Accepted,,M,WCSP (in review),921026,328639-1,Watsonia,7: 164,,1969,126693
Erica tetralix,9662,0920   731,N,,kew-2794578,A,Ericaceae,,Erica,,,,L.,Accepted,,M,WCSP (in review),922395,329737-1,Sp. Pl.,353,,1753,127219
Erica vagans,2240,0920   732,N,,kew-2794693,A,Ericaceae,,Erica,,,,L.,Accepted,,M,WCSP (in review),922510,,Erica,10,,1770,127266
Erigeron acer,2245,0920   733,N,,,,,,,,,,,,,,,,,,,,,
Erigeron borealis,2246,0920   734,N,,gcc-123325,A,Compositae,,Erigeron,,,,(Vierh.) Simmons,Accepted,,M,TICA,408A8F27-47D2-4F97-B6BA-CE0A353AA5C1,,,,127,1913,82941
Erigeron glaucus,2248,0920  4394,AN,,gcc-88215,A,Compositae,,Erigeron,,,,Ker Gawl.,Accepted,,L,TICA,6D164B7C-4C00-4B7C-A835-7EF270E17C99,203908-1,,,t. 10,1815,83050
Erigeron karvinskianus,5734,0920   736,AN,,,,,,,,,,,,,,,,,,,,,
Erinus alpinus,2251,0920   738,AN,,kew-2795362,A,Plantaginaceae,,Erinus,,,,L.,Accepted,,M,WCSP (in review),923179,802227-1,Sp. Pl.,630,,1753,269476
Eriocaulon aquaticum,2252,0920   739,N,,kew-243464,A,Eriocaulaceae,,Eriocaulon,,,,(Hill) Druce,Accepted,,H,WCSP,243464,1060148-2,Pharm. J.,29: 700,,1909,129034
Eriophorum angustifolium,2254,0920   740,N,,kew-244512,A,Cyperaceae,,Eriophorum,,,,Honck.,Accepted,,H,WCSP,244512,307335-1,Verz. Gew. Teutschl.,1: 153,,1782,114315
Eriophorum gracile,7105,0920   742,N,,kew-244552,A,Cyperaceae,,Eriophorum,,,,Koch,Accepted,,H,WCSP,244552,,Catal. Bot.,2(Add.): 259,,1799,114324
Eriophorum latifolium,2256,0920   743,N,,kew-244565,A,Cyperaceae,,Eriophorum,,,,Hoppe,Accepted,,H,WCSP,244565,,Bot. Taschenb. Anfänger Wiss. Apothekerkunst,11: 108,,1801,114327
Eriophorum vaginatum,2257,0920   744,N,,kew-244613,A,Cyperaceae,,Eriophorum,,,,L.,Accepted,,H,WCSP,244613,307418-1,Sp. Pl.,52,,1753,114339
Erodium cicutarium agg.,2259,0920   745,N,,,,,,,,,,,,,,,,,,,,,
Erodium maritimum,2264,0920   748,N,,kew-2798338,A,Geraniaceae,,Erodium,,,,L'Hér. ex Aiton,Accepted,,L,WCSP (in review),926148,60438187-2,Hort. Kew.,2: 416,,1789,141805
Erodium moschatum,7106,0920   749,AR,,kew-2798354,A,Geraniaceae,,Erodium,,,,(L.) L'Hér.,Accepted,,M,WCSP (in review),926164,372355-1,Hort. Kew.,2: 414,,1789,141813
Erophila glabrescens,2265,0920  4343,N,,,,,,,,,,,,,,,,,,,,,
Erophila majuscula,2266,0920  4344,N,,,,,,,,,,,,,,,,,,,,,
Erophila verna sensu Stace,2269,0920  4342,N,,,,,,,,,,,,,,,,,,,,,
Eruca vesicaria,9823,0920   755,AC,,kew-2798757,A,Brassicaceae,,Eruca,,,,(L.) Cav.,Accepted,,M,WCSP (in review),926566,1137625-2,Descr. Pl.,426,,1802,48289
Erucastrum gallicum,2275,0920   756,AN,,kew-2798840,A,Brassicaceae,,Erucastrum,,,,(Willd.) O.E.Schulz,Accepted,,M,WCSP (in review),926648,283486-1,Bot. Jahrb. Syst.,54(119): 56,,1916,48309
Eryngium campestre,2276,0920   757,AR,,kew-2799168,A,Apiaceae,,Eryngium,,,,L.,Accepted,,M,WCSP (in review),926975,841701-1,Sp. Pl.,233,,1753,17159
Eryngium maritimum,2277,0920   758,N,,kew-2799418,A,Apiaceae,,Eryngium,,,,L.,Accepted,,M,WCSP (in review),927225,841903-1,Sp. Pl.,233,,1753,17270
Erysimum cheiranthoides,2278,0920   759,AR,,kew-2799902,A,Brassicaceae,,Erysimum,,,,L.,Accepted,,M,WCSP (in review),927709,307231-2,Sp. Pl.,661,,1753,48384
Erysimum cheiri,1670,0920   479,AR,,kew-2799915,A,Brassicaceae,,Erysimum,×,,,(L.) Crantz,Accepted,,M,WCSP (in review),927722,283703-1,Cl. Crucif. Emend.,116,,1769,48385
Escallonia macrantha,2280,0920   760,AN,,,,,,,,,,,,,,,,,,,,,
Eschscholzia californica,2281,0920   761,AN,,kew-2801972,A,Papaveraceae,,Eschscholzia,,,,Cham.,Accepted,,M,WCSP (in review),929721,672740-1,Horae Phys. Berol.,74,,1820,260440
Euonymus europaeus,2282,0920   762,N,,kew-2803293,A,Celastraceae,,Euonymus,,,,L.,Accepted,,M,WCSP (in review),930957,160876-1,Sp. Pl.,197,,1753,67242
Euonymus japonicus,2283,0920  4376,AN,,kew-2803399,A,Celastraceae,,Euonymus,,,,Thunb.,Accepted,,M,WCSP (in review),931062,160944-1,Nova Acta Regiae Soc. Sci. Upsal.,3: 208,,1780,67264
Eupatorium cannabinum,2284,0920   763,N,,gcc-133964,A,Compositae,,Eupatorium,,,,L.,Accepted,,M,TICA,95D49F29-8572-49ED-8403-E6BB612D7DB4,205581-1,Sp. Pl.,,838,1753,83632
Euphorbia amygdaloides,2285,0920   764,N,,kew-78308,A,Euphorbiaceae,,Euphorbia,,,,L.,Accepted,,H,WCSP,78308,345568-1,Sp. Pl.,463,,1753,133328
Euphorbia characias,10111,0920  7121,AN,,kew-78963,A,Euphorbiaceae,,Euphorbia,,,,L.,Accepted,,H,WCSP,78963,346016-1,Sp. Pl.,463,,1753,133609
Euphorbia cyparissias,2288,0920   767,AN,,kew-79231,A,Euphorbiaceae,,Euphorbia,,,,L.,Accepted,,H,WCSP,79231,346205-1,Sp. Pl.,461,,1753,133731
Euphorbia dulcis,7109,0920   768,AN,,kew-79427,A,Euphorbiaceae,,Euphorbia,,,,L.,Accepted,,H,WCSP,79427,346333-1,Sp. Pl.,457,,1753,133818
Euphorbia esula,2290,0920   770,AN,,kew-79567,A,Euphorbiaceae,,Euphorbia,,,,L.,Accepted,,H,WCSP,79567,346448-1,Sp. Pl.,461,,1753,133885
Euphorbia exigua,2291,0920   771,AR,,kew-79610,A,Euphorbiaceae,,Euphorbia,,,,L.,Accepted,,H,WCSP,79610,346469-1,Sp. Pl.,456,,1753,133894
Euphorbia helioscopia,2292,0920   772,AR,,kew-80043,A,Euphorbiaceae,,Euphorbia,,,,L.,Accepted,,H,WCSP,80043,346754-1,Sp. Pl.,459,,1753,134093
Euphorbia hyberna,2293,0920   773,N,,kew-80209,A,Euphorbiaceae,,Euphorbia,,,,L.,Accepted,,H,WCSP,80209,346847-1,Sp. Pl.,462,,1753,134154
Euphorbia lathyris,2294,0920   774,AR,,kew-80521,A,Euphorbiaceae,,Euphorbia,,,,L.,Accepted,,H,WCSP,80521,30044490-2,Sp. Pl.,457,,1753,134295
Euphorbia paralias,2295,0920   775,N,,kew-81334,A,Euphorbiaceae,,Euphorbia,,,,L.,Accepted,,H,WCSP,81334,347659-1,Sp. Pl.,458,,1753,134641
Euphorbia peplis,2296,0920   776,N,,,,,,,,,,,,,,,,,,,,,
Euphorbia peplus,2297,0920   777,AR,,kew-81421,A,Euphorbiaceae,,Euphorbia,,,,L.,Accepted,,H,WCSP,81421,347724-1,Sp. Pl.,456,,1753,134680
Euphorbia platyphyllos,2299,0920   779,AR,,kew-81549,A,Euphorbiaceae,,Euphorbia,,,,L.,Accepted,,H,WCSP,81549,347813-1,Sp. Pl.,460,,1753,134737
Euphorbia portlandica,2300,0920   780,N,,kew-81627,A,Euphorbiaceae,,Euphorbia,,,,L.,Accepted,,H,WCSP,81627,347863-1,Sp. Pl.,458,,1753,134765
Euphorbia serrulata,2301,0920   781,NA,,,,,,,,,,,,,,,,,,,,,
Euphrasia anglica,2305,0920   783,N,,,,,,,,,,,,,,,,,,,,,
Euphrasia cambrica,2309,0920   786,N,,,,,,,,,,,,,,,,,,,,,
Euphrasia campbelliae,7112,0920   787,N,,,,,,,,,,,,,,,,,,,,,
Euphrasia confusa,2310,0920   788,N,,,,,,,,,,,,,,,,,,,,,
Euphrasia foulaensis,2313,0920   791,N,,,,,,,,,,,,,,,,,,,,,
Euphrasia frigida,2314,0920   792,N,,tro-29204626,A,Orobanchaceae,,Euphrasia,,,,Pugsley,Accepted,,M,TRO,29204626,102141-2,"J. Linn. Soc., Bot.",48(324): 490,490,1930,255748
Euphrasia heslop-harrisonii,7113,0920   793,N,,,,,,,,,,,,,,,,,,,,,
Euphrasia marshallii,2315,0920   795,N,,,,,,,,,,,,,,,,,,,,,
Euphrasia micrantha,2316,0920   796,N,,tro-29205159,A,Orobanchaceae,,Euphrasia,,,,Rchb.,Accepted,,M,TRO,29205159,,Fl. Germ. Excurs.,358,358,1830,255756
Euphrasia nemorosa,2318,0920   798,N,,tro-29200968,A,Orobanchaceae,,Euphrasia,,,,Wettst.,Accepted,,M,TRO,29200968,,,,,,255760
Euphrasia ostenfeldii,2321,0920   789,N,,tro-100335619,A,Orobanchaceae,,Euphrasia,,,,(Pugsley) Yeo,Accepted,,L,TRO,100335619,802740-1,Bot. J. Linn. Soc.,64(4): 359,359,1971,255763
Euphrasia pseudokerneri,7114,0920   801,N,,,,,,,,,,,,,,,,,,,,,
Euphrasia rivularis,2323,0920   803,N,,,,,,,,,,,,,,,,,,,,,
Euphrasia rotundifolia,2326,0920   805,N,,,,,,,,,,,,,,,,,,,,,
Euphrasia scottica,2328,0920   807,N,,,,,,,,,,,,,,,,,,,,,
Euphrasia tetraquetra,2329,0920   799,N,,tro-50134266,A,Orobanchaceae,,Euphrasia,,,,Arrond.,Accepted,,M,TRO,50134266,802905-1,Bull. Soc. Polym,96,96,1862,255779
Euphrasia vigursii,7115,0920   800,N,,,,,,,,,,,,,,,,,,,,,
Fagopyrum esculentum,2332,0920   809,AN,,kew-2807310,A,Polygonaceae,,Fagopyrum,,,,Moench,Accepted,,M,WCSP (in review),934953,694526-1,Methodus,290,,1794,285674
Fagus sylvatica,2333,0920   810,N,,kew-83891,A,Fagaceae,,Fagus,,,,L.,Accepted,,H,WCSP,83891,305836-2,Sp. Pl.,998,,1753,137377
Falcaria vulgaris,2334,0920   811,AN,,kew-2807597,A,Apiaceae,,Falcaria,,,,Bernh.,Accepted,,M,WCSP (in review),935240,842163-1,Syst. Verz.,176,,1800,17379
Fallopia baldschuanica,9858,0920  1524,AN,,kew-2807628,A,Polygonaceae,,Fallopia,,,,(Regel) Holub,Accepted,,M,WCSP (in review),935261,694561-1,Folia Geobot. Phytotax.,6: 176,,1971,285695
Fallopia convolvulus,2336,0920  1527,AR,,kew-2807634,A,Polygonaceae,,Fallopia,,,,(L.) Á.Löve,Accepted,,M,WCSP (in review),935267,103354-2,Taxon,19: 200,,1970,285699
Fallopia dumetorum,2338,0920  1529,N,,kew-2807641,A,Polygonaceae,,Fallopia,,,,(L.) Holub,Accepted,,M,WCSP (in review),935274,694568-1,Folia Geobot. Phytotax.,6: 176,,1971,285704
Fallopia japonica,6836,0920  1528,AN,,,,,,,,,,,,,,,,,,,,,
Fallopia japonica x sachalinensis (F. x bohemica),6838,0920  4336,AN,H,,,,,,,,,,,,,,,,,,,,
Fallopia sachalinensis,6837,0920  1541,AN,,,,,,,,,,,,,,,,,,,,,
Festuca altissima,2340,0920   812,N,,kew-414433,A,Poaceae,,Festuca,,,,All.,Accepted,,H,WCSP,414433,402327-1,Auct. Fl. Pedem.,43,,1789,276097
Festuca arundinacea,2341,0920   813,N,,kew-414517,A,Poaceae,,Festuca,,,,Schreb.,Accepted,,H,WCSP,414517,30186279-2,Spic. Fl. Lips.,57,,1771,276115
Festuca brevipila,10148,0920   820,AN,,,,,,,,,,,,,,,,,,,,,
Festuca filiformis,2347,0920   822.2,N,,kew-415175,A,Poaceae,,Festuca,,,,Pourr.,Accepted,,H,WCSP,415175,77083572-1,Hist. & Mém. Acad. Roy. Sci. Toulouse,3: 319,,1788,276289
Festuca gigantea,7116,0920   816,N,,kew-415237,A,Poaceae,,Festuca,,,,(L.) Vill.,Accepted,,H,WCSP,415237,1005665-2,Hist. Pl. Dauphiné,2: 110,,1787,276307
Festuca heterophylla,2351,0920   818,AN,,kew-415363,A,Poaceae,,Festuca,,,,Lam.,Accepted,,H,WCSP,415363,402849-1,Fl. Franç.,3: 600,,1778,276342
Festuca lemanii,6933,0920  5430,NA,,kew-415559,A,Poaceae,,Festuca,,,,T.Bastard,Accepted,,L,WCSP,415559,402992-1,Essai Fl. Maine et Loire,36,,1809,276412
Festuca longifolia,2353,0920   817,N,,kew-415599,A,Poaceae,,Festuca,,,,Thuill.,Accepted,,H,WCSP,415599,,Fl. Env. Paris,ed. 2: 50,,1799,276423
Festuca ovina,6781,0920   822,N,,kew-415853,A,Poaceae,,Festuca,,,,L.,Accepted,,H,WCSP,415853,403212-1,Sp. Pl.,73,,1753,276495
Festuca pratensis,2360,0920   823,N,,kew-416331,A,Poaceae,,Festuca,,,,Huds.,Accepted,,L,WCSP,416331,316117-2,Fl. Angl.,37,,1762,276543
Festuca pratensis x Lolium perenne (x Festulolium loliaceum),2361,0920   815,N,H,,,,,,,,,,,,,,,,,,,,
Festuca rubra agg.,2362,0920   824,N,,,,,,,,,,,,,,,,,,,,,
Festuca vivipara,2374,0920   826,N,,kew-417190,A,Poaceae,,Festuca,,,,(L.) Sm.,Accepted,,H,WCSP,417190,403725-1,Comp. Fl. Brit.,1: 114,,1800,276717
Ficus carica,2377,0920  2409,AN,,kew-2809827,A,Moraceae,,Ficus,,,,L.,Accepted,,M,WCSP (in review),937451,852556-1,Sp. Pl.,1059,,1753,216133
Filago gallica,2381,0920   829,AR,,gcc-116641,A,Compositae,,Filago,,,,(L.) L.,Accepted,,M,TICA,25D63640-59BE-4EFA-886F-BEDD92AFB0EC,89944-3,,,,1753,84019
Filago lutescens,2383,0920   827,NA,,gcc-75827,A,Compositae,,Filago,,,,Jord.,Accepted,,L,TICA,89DCE852-D7EE-4F37-B45D-63537EC23778,207913-1,,,201,1846,84031
Filago minima,2384,0920   831,N,,gcc-7905,A,Compositae,,Filago,,,,(Sm.) Pers.,Accepted,,M,TICA,EE4D1189-5193-4982-9CE9-0EBA5FE99716,,"""""Pers., Syn. Pl. 2. 1807.""""",,422,1807,84035
Filago pyramidata,2385,0920   832,AR,,gcc-134407,A,Compositae,,Filago,,,,L.,Accepted,,M,TICA,394841AB-0857-4614-BDC7-E7BF9EE24565,207952-1,Sp. Pl.,,1199,1753,84046
Filago vulgaris,2386,0920   830,N,,,,,,,,,,,,,,,,,,,,,
Filipendula ulmaria,2387,0920   833,N,,rjp-1024,A,Rosaceae,,Filipendula,,,,(L.) Maxim.,Accepted,,H,RJP,1024,724943-1,,; 1879,251,1879,304709
Filipendula vulgaris,2388,0920   834,N,,rjp-3,A,Rosaceae,,Filipendula,,,,Moench,Accepted,,H,RJP,3,724945-1,Methodus,Methodus; 1794,663,1794,304711
Foeniculum vulgare,2389,0920   835,AR,,kew-2813604,A,Apiaceae,,Foeniculum,,,,Mill.,Accepted,,M,WCSP (in review),941121,842680-1,Gard. Dict. ed. 8,1,,1768,17639
Forsythia suspensa x viridissima (F. x intermedia),10819,0920  7363,AN,H,,,,,,,,,,,,,,,,,,,,
Fragaria moschata,9987,0920   837,AN,,rjp-417,A,Rosaceae,,Fragaria,,,,(Duchesne) Duchesne,Accepted,,H,RJP,417,,Encyclop‚die m‚thodique. Botanique,Encyclop‚die m‚thodique. Botanique; 1783,536,1788,304719
Fragaria vesca,2393,0920   838,N,,rjp-23,A,Rosaceae,,Fragaria,,,,L.,Accepted,,H,RJP,23,30074127-2,"Species plantarum, edition 1","Species plantarum, edition 1; 1753",494,1753,304726
Fragaria x ananassa,2391,0920   836,AN,H,,,,,,,,,,,,,,,,,,,,
Frangula alnus,2394,0920   839,N,,kew-2814031,A,Rhamnaceae,,Frangula,,,,Mill.,Accepted,,M,WCSP (in review),941537,717344-1,Gard. Dict. ed. 8,1,,1768,302181
Frankenia laevis,2395,0920   840,N,,kew-2814219,A,Frankeniaceae,,Frankenia,,,,L.,Accepted,,M,WCSP (in review),941724,366294-1,Sp. Pl.,331,,1753,139317
Fraxinus excelsior,2396,0920   841,N,,kew-369664,A,Oleaceae,,Fraxinus,,,,L.,Accepted,,H,WCSP,369664,609009-1,Sp. Pl.,1057,,1753,225803
Fritillaria meleagris,2397,0920   842,NA,,kew-306743,A,Liliaceae,,Fritillaria,,,,L.,Accepted,,H,WCSP,306743,535213-1,Sp. Pl.,304,,1753,197749
Fuchsia magellanica,2399,0920   844,AN,,kew-2814960,A,Onagraceae,,Fuchsia,,,,Lam.,Accepted,,M,WCSP (in review),942426,612572-1,Encycl.,2: 564,,1788,226728
Fumaria bastardii,2400,0920   845,N,,kew-2815297,A,Papaveraceae,,Fumaria,,,,Boreau,Accepted,,M,WCSP (in review),942763,,Rev. Bot. Recueil Mens.,2: 359,,1847,260458
Fumaria capreolata,2404,0920   847,N,,kew-2815328,A,Papaveraceae,,Fumaria,,,,L.,Accepted,,M,WCSP (in review),942794,672920-1,Sp. Pl.,701,,1753,260464
Fumaria densiflora,2410,0920   849,AR,,kew-2815356,A,Papaveraceae,,Fumaria,,,,DC.,Accepted,,M,WCSP (in review),942822,672942-1,Cat. Pl. Horti Monsp.,113,,1813,260467
Fumaria muralis,2411,0920   850,N,,kew-2815468,A,Papaveraceae,,Fumaria,,,,Sond. ex W.D.J.Koch,Accepted,,M,WCSP (in review),942932,673038-1,Syn. Fl. Germ. Helv.,ed. 2: 1017,,1845,260487
Fumaria occidentalis,2420,0920   853,N,,kew-2815497,A,Papaveraceae,,Fumaria,,,,Pugsley,Accepted,,M,WCSP (in review),942960,673047-1,J. Bot.,42: 218,,1904,260489
Fumaria officinalis,2421,0920   854,AR,,kew-2815499,A,Papaveraceae,,Fumaria,,,,L.,Accepted,,M,WCSP (in review),942962,673050-1,Sp. Pl.,700,,1753,260490
Fumaria parviflora,2428,0920   856,AR,,kew-2815524,A,Papaveraceae,,Fumaria,,,,Lam.,Accepted,,M,WCSP (in review),942987,673065-1,Encycl.,2: 567,,1788,260492
Fumaria purpurea,2431,0920   857,N,,kew-2815552,A,Papaveraceae,,Fumaria,,,,Pugsley,Accepted,,M,WCSP (in review),943015,673083-1,J. Bot.,40: 135,,1902,260496
Fumaria reuteri,9993,0920   848,AN,,kew-2815558,A,Papaveraceae,,Fumaria,,,,Boiss.,Accepted,,M,WCSP (in review),943021,673091-1,Diagn. Pl. Orient.,8: 13,,1849,260498
Fumaria vaillantii,2432,0920   858,AR,,kew-2815620,A,Papaveraceae,,Fumaria,,,,Loisel.,Accepted,,M,WCSP (in review),943082,673141-1,J. Bot. (Paris),2: 358,,1809,260507
Gagea bohemica,2433,0920  2290,N,,kew-307157,A,Liliaceae,,Gagea,,,,(Zauschn.) Schult. & Schult.f.,Accepted,,H,WCSP,307157,535452-1,Syst. Veg.,7: 549,,1829,197838
Gagea lutea,2434,0920   859,N,,kew-307312,A,Liliaceae,,Gagea,,,,(L.) Ker Gawl.,Accepted,,H,WCSP,307312,535577-1,Bot. Mag.,30: t. 1200,,1809,197928
Galanthus elwesii,2435,0920  4400,AN,,kew-307529,A,Amaryllidaceae,,Galanthus,,,,Hook.f.,Accepted,,H,WCSP,307529,332096-2,Bot. Mag.,101: t. 6166,,1875,10453
Galanthus nivalis,2436,0920   860,AN,,kew-307568,A,Amaryllidaceae,,Galanthus,,,,L.,Accepted,,H,WCSP,307568,64496-1,Sp. Pl.,288,,1753,10460
Galanthus plicatus,10119,0920  7122,AN,,kew-307594,A,Amaryllidaceae,,Galanthus,,,,M.Bieb.,Accepted,,H,WCSP,307594,,Fl. Taur.-Caucas.,Suppl.: 225,,1819,10463
Galega officinalis,2437,0920   861,AN,,ild-7674,A,Leguminosae,,Galega,,,,L.,Accepted,,H,ILDIS,7674,,,,,,181284
Galeopsis angustifolia,2442,0920   863,AR,,,,,,,,,,,,,,,,,,,,,
Galeopsis bifida,2443,0920   864,N,,kew-85339,A,Lamiaceae,,Galeopsis,,,,Boenn.,Accepted,,H,WCSP,85339,447034-1,Prodr. Fl. Monast. Westphal.,178,,1824,159358
Galeopsis segetum,2446,0920   865,AR,,kew-85432,A,Lamiaceae,,Galeopsis,,,,Neck.,Accepted,,H,WCSP,85432,20002432-1,Hist. & Commentat. Acad. Elect. Sci. Theod.-Palat.,2: 474,,1770,159367
Galeopsis speciosa,2447,0920   867,AR,,kew-85436,A,Lamiaceae,,Galeopsis,,,,Mill.,Accepted,,H,WCSP,85436,447129-1,Gard. Dict. ed. 8,3,,1768,159368
Galeopsis tetrahit,9840,0920   869,N,,kew-85443,A,Lamiaceae,,Galeopsis,,,,L.,Accepted,,H,WCSP,85443,447136-1,Sp. Pl.,579,,1753,159369
Galinsoga parviflora,2452,0920   871,AN,,gcc-96478,A,Compositae,,Galinsoga,,,,Cav.,Accepted,,M,TICA,AB2B3046-5000-4B37-AA95-91A59D112F4C,208554-1,Icon. 3,,"""""41, t. 281""""",1796,84328
Galinsoga quadriradiata,9996,0920   870,AN,,gcc-76162,A,Compositae,,Galinsoga,,,,Ruiz & Pav.,Accepted,,M,TICA,C94F34D8-CD65-48A9-A1CE-640AD89CDE05,208557-1,Syst. Veg. Fl. Peruv. Chil. 198,,198,1798,84329
Galium aparine,7120,0920   873,N,,kew-85676,A,Rubiaceae,,Galium,,,,L.,Accepted,,H,WCSP,85676,30007294-2,Sp. Pl.,108,,1753,311224
Galium boreale,2455,0920   874,N,,kew-85836,A,Rubiaceae,,Galium,,,,L.,Accepted,,H,WCSP,85836,749626-1,Sp. Pl.,108,,1753,311270
Galium constrictum,9997,0920   876,N,,,,,,,,,,,,,,,,,,,,,
Galium mollugo,2460,0920   879,N,,kew-86839,A,Rubiaceae,,Galium,,,,L.,Accepted,,H,WCSP,86839,750253-1,Sp. Pl.,107,,1753,311572
Galium mollugo x verum (G. x pomeranicum),2461,0920   881,N,H,,,,,,,,,,,,,,,,,,,,
Galium odoratum,2463,0920   183,N,,kew-87028,A,Rubiaceae,,Galium,,,,(L.) Scop.,Accepted,,H,WCSP,87028,750339-1,Fl. Carniol.,"ed. 2, 1: 105",,1771,311610
Galium palustre,2464,0920   882,N,,kew-87072,A,Rubiaceae,,Galium,,,,L.,Accepted,,H,WCSP,87072,750370-1,Sp. Pl.,105,,1753,311626
Galium parisiense,2467,0920   872,NA,,kew-87107,A,Rubiaceae,,Galium,,,,L.,Accepted,,H,WCSP,87107,750384-1,Sp. Pl.,108,,1753,311635
Galium pumilum,2469,0920   883.1,N,,kew-87277,A,Rubiaceae,,Galium,,,,Murray,Accepted,,H,WCSP,87277,750495-1,Prodr. Stirp. Gott.,44,,1770,311688
Galium saxatile,2473,0920   878,N,,kew-87432,A,Rubiaceae,,Galium,,,,L.,Accepted,,H,WCSP,87432,750586-1,Sp. Pl.,106,,1753,311723
Galium spurium,2475,0920   885,AN,,kew-87547,A,Rubiaceae,,Galium,,,,L.,Accepted,,H,WCSP,87547,750665-1,Sp. Pl.,106,,1753,311760
Galium sterneri,2476,0920   883.2,N,,kew-87578,A,Rubiaceae,,Galium,,,,Ehrend.,Accepted,,H,WCSP,87578,750676-1,"Österr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. 1, Biol.",169: 420,,1960,311765
Galium tricornutum,2477,0920   886,AR,,kew-87741,A,Rubiaceae,,Galium,,,,Dandy,Accepted,,H,WCSP,87741,107226-2,Watsonia,4: 47,,1957,311805
Galium uliginosum,2478,0920   887,N,,kew-87787,A,Rubiaceae,,Galium,,,,L.,Accepted,,H,WCSP,87787,750789-1,Sp. Pl.,106,,1753,311819
Galium verum,2482,0920   888,N,,kew-87863,A,Rubiaceae,,Galium,,,,L.,Accepted,,H,WCSP,87863,750829-1,Sp. Pl.,107,,1753,311832
Gastridium ventricosum,2485,0920   889,NA,,kew-417490,A,Poaceae,,Gastridium,,,,(Gouan) Schinz & Thell.,Accepted,,H,WCSP,417490,403930-1,Vierteljahrsschr. Naturf. Ges. Zürich,58: 39,,1913,276784
Gaudinia fragilis,7122,0920  2508,NA,,kew-417511,A,Poaceae,,Gaudinia,,,,(L.) P.Beauv.,Accepted,,H,WCSP,417511,403944-1,Ess. Agrostogr.,95,,1812,276786
Gaultheria mucronata,10046,0920  2244,AN,,kew-2817917,A,Ericaceae,,Gaultheria,,,,(L.f.) Hook. & Arn.,Accepted,,M,WCSP (in review),945363,330613-1,J. Bot. (Hooker),1: 281,,1834,127388
Gaultheria shallon,2486,0920   890,AN,,kew-2818048,A,Ericaceae,,Gaultheria,,,,Pursh,Accepted,,M,WCSP (in review),945494,317388-2,Fl. Amer. Sept.,1: 283,,1813,127429
Genista anglica,2487,0920   891,N,,ild-8379,A,Leguminosae,,Genista,,,,L.,Accepted,,H,ILDIS,8379,,,,,,181401
Genista hispanica,10122,0920  7123,AN,,ild-8808,A,Leguminosae,,Genista,,,,L.,Accepted,,H,ILDIS,8808,,,,,,181442
Genista pilosa,9670,0920   892,N,,ild-8821,A,Leguminosae,,Genista,,,,L.,Accepted,,H,ILDIS,8821,,,,,,181476
Genista tinctoria,2488,0920   893,N,,ild-8832,A,Leguminosae,,Genista,,,,L.,Accepted,,H,ILDIS,8832,,,,,,181508
Gentiana nivalis,2492,0920   894,N,,kew-2821030,A,Gentianaceae,,Gentiana,,,,L.,Accepted,,M,WCSP (in review),948469,368570-1,Sp. Pl.,229,,1753,140422
Gentiana pneumonanthe,7123,0920   895,N,,kew-2821191,A,Gentianaceae,,Gentiana,,,,L.,Accepted,,M,WCSP (in review),948630,368687-1,Sp. Pl.,228,,1753,140457
Gentiana verna,2493,0920   896,N,,kew-2821774,A,Gentianaceae,,Gentiana,,,,L.,Accepted,,M,WCSP (in review),949213,369094-1,Sp. Pl.,228,,1753,140553
Gentianella amarella,2494,0920   897,N,,kew-2821885,A,Gentianaceae,,Gentianella,,,,(L.) Harry Sm.,Accepted,,M,WCSP (in review),949324,369149-1,Uppsala Univ. Årsskr.,7: 259,,1945,140579
